Bus_orgId,Bus_orgName,Bus_orgFullName,Bus_orgDescription,Bus_orgEffectiveDate,Bus_orgExpirationDate,Bus_orgTypeId,Bus_orgTypeName,Bus_orgPathTxt,Bus_orgContextName,Bus_orgLocationCategory,Bus_orgBreak0,Bus_orgBreak1,Bus_orgBreak2,Bus_orgBreak3,Bus_orgBreak4,Bus_orgBreak5,Bus_orgBreak6,Bus_orgBreak7,Bus_orgBreak8,Bus_orgBreak9,Bus_orgBreak10,Bus_orgBreak11,Bus_orgBreak12,Bus_orgBreak13,Bus_orgBreak14,Bus_orgBreak15,Bus_orgBreak16,Bus_orgBreak17,Bus_orgBreak18,Bus_orgBreak19,Bus_orgBreak20,Bus_orgBreak21,Bus_orgBreak22,Bus_orgBreak23,Bus_orgBreak24,Bus_orgBreak25,Bus_orgBreak0Desc,Bus_orgBreak1Desc,Bus_orgBreak2Desc,Bus_orgBreak3Desc,Bus_orgBreak4Desc,Bus_orgBreak5Desc,Bus_orgBreak6Desc,Bus_orgBreak7Desc,Bus_orgBreak8Desc,Bus_orgBreak9Desc,Bus_orgBreak10Desc,Bus_orgBreak11Desc,Bus_orgBreak12Desc,Bus_orgBreak13Desc,Bus_orgBreak14Desc,Bus_orgBreak15Desc,Bus_orgBreak16Desc,Bus_orgBreak17Desc,Bus_orgBreak18Desc,Bus_orgBreak19Desc,Bus_orgBreak20Desc,Bus_orgBreak21Desc,Bus_orgBreak22Desc,Bus_orgBreak23Desc,Bus_orgBreak24Desc,Bus_orgBreak25Desc,Bus_directWorkPercent,Bus_indirectWorkPercent
6253,Physician,Physician,Physician,1900-01-01,3000-01-01,-1,Job,AHS/AMER/ID/PORT 5406/Medical/WENDLING JACOB DO - 3452/Physician,ORG,,AHS,AMER,ID,PORT 5406,Medical,WENDLING JACOB DO - 3452,,Physician,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Idaho,PMC Physicians - PHY,Medical,WENDLING JACOB DO - 3452,,Physician,,,,,,,,,,,,,,,,,,,,
6310,MGR,MGR,MGR,1900-01-01,3000-01-01,-1,Job,AHS/TX/ETX/UTP 5535/OPS/Central Supply - 5026/MGR,ORG,,AHS,TX,ETX,UTP 5535,OPS,Central Supply - 5026,,MGR,,,,,,,,,,,,,,,,,,,Ardent,Texas Division,East Texas,UT Health Pittsburg,Operations,Central Supply - 5026,,MGR,,,,,,,,,,,,,,,,,,,,
6422,Assistant,Assistant,Assistant,1900-01-01,3000-01-01,-1,Job,AHS/AMER/TX/BSA 5300/Surg Svc/Surgery - 5198/Assistant,ORG,,AHS,AMER,TX,BSA 5300,Surg Svc,Surgery - 5198,,Assistant,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Texas,BSA Hospital,Surgical Services,Surgery - 5198,,Assistant,,,,,,,,,,,,,,,,,,,,
6530,SUP,SUP,SUP,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LHS 1500/Admin/One Call - 9233/SUP,ORG,,AHS,AMER,NM,LHS 1500,Admin,One Call - 9233,,SUP,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Health System,Administration,One Call - 9233,,SUP,,,,,,,,,,,,,,,,,,,,
6758,CMA,CMA,CMA,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/UPC 5251/Medical/ARNETT ERIC APRN-CNP - 4390/CMA,ORG,,AHS,OK,OK,UPC 5251,Medical,ARNETT ERIC APRN-CNP - 4390,,CMA,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Utica Park Clinic,Medical,ARNETT ERIC APRN-CNP - 4390,,CMA,,,,,,,,,,,,,,,,,,,,
6788,PA,PA,PA,1900-01-01,3000-01-01,-1,Job,AHS/AMER/ID/PORT 5408/Medical/SMETANKA RACHEL PA-C - 3500/PA,ORG,,AHS,AMER,ID,PORT 5408,Medical,SMETANKA RACHEL PA-C - 3500,,PA,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Idaho,PMC Physicians - ML,Medical,SMETANKA RACHEL PA-C - 3500,,PA,,,,,,,,,,,,,,,,,,,,
6854,Physician,Physician,Physician,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/OPG 5253/Medical/RING DAVID DO - RHC - 4235/Physician,ORG,,AHS,OK,OK,OPG 5253,Medical,RING DAVID DO - RHC - 4235,,Physician,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,OK Physician Group - PHY,Medical,RING DAVID DO - RHC - 4235,,Physician,,,,,,,,,,,,,,,,,,,,
7160,CMA,CMA,CMA,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/UPC 5251/Medical/HUNT JEFFREY DO - 4398/CMA,ORG,,AHS,OK,OK,UPC 5251,Medical,HUNT JEFFREY DO - 4398,,CMA,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Utica Park Clinic,Medical,HUNT JEFFREY DO - 4398,,CMA,,,,,,,,,,,,,,,,,,,,
7287,COORD,COORD,COORD,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NJ/MSH 5430/Medical/Family Practice Residents - 3895/COORD,ORG,,AHS,AMER,NJ,MSH 5430,Medical,Family Practice Residents - 3895,,COORD,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Jersery,Hackensack Meridian Health Mountainside,Medical,Family Practice Residents - 3895,,COORD,,,,,,,,,,,,,,,,,,,,
7364,MGR,MGR,MGR,1900-01-01,3000-01-01,-1,Job,AHS/AMER/TX/BSA 5300/Pharm/Pharmacy - 5134/MGR,ORG,,AHS,AMER,TX,BSA 5300,Pharm,Pharmacy - 5134,,MGR,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Texas,BSA Hospital,Pharmacy,Pharmacy - 5134,,MGR,,,,,,,,,,,,,,,,,,,,
7595,ICP,ICP,ICP,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LWSH 5055/Quality/Quality - Patient Safety - 9294/ICP,ORG,,AHS,AMER,NM,LWSH 5055,Quality,Quality - Patient Safety - 9294,,ICP,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Westside Hospital,Quality,Quality - Patient Safety - 9294,,ICP,,,,,,,,,,,,,,,,,,,,
7711,LPN,LPN,LPN,1900-01-01,3000-01-01,-1,Job,AHS/AMER/ID/PORT 5405/Medical/PMG-SPECIALIZED FAMILY MED - 8451/LPN,ORG,,AHS,AMER,ID,PORT 5405,Medical,PMG-SPECIALIZED FAMILY MED - 8451,,LPN,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Idaho,PMC Physicians - Staff,Medical,PMG-SPECIALIZED FAMILY MED - 8451,,LPN,,,,,,,,,,,,,,,,,,,,
7776,TECH-SP,TECH-SP,TECH-SP,1900-01-01,3000-01-01,-1,Job,AHS/TX/ETX/UTH 5525/Surg Svc/Surgery - 5198/TECH-SP,ORG,,AHS,TX,ETX,UTH 5525,Surg Svc,Surgery - 5198,,TECH-SP,,,,,,,,,,,,,,,,,,,Ardent,Texas Division,East Texas,UT Health Henderson,Surgical Services,Surgery - 5198,,TECH-SP,,,,,,,,,,,,,,,,,,,,
7825,TECH,TECH,TECH,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LRH 5060/Clinic/Physical Therapy - OP Downtown - 5140/TECH,ORG,,AHS,AMER,NM,LRH 5060,Clinic,Physical Therapy - OP Downtown - 5140,,TECH,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace UNM Rehabilitation Hospital,Clinic,Physical Therapy - OP Downtown - 5140,,TECH,,,,,,,,,,,,,,,,,,,,
7903,SW,SW,SW,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/UPC 5251/Clinic/POPULATION HEALTH MANAGEMENT - 4300/SW,ORG,,AHS,OK,OK,UPC 5251,Clinic,POPULATION HEALTH MANAGEMENT - 4300,,SW,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Utica Park Clinic,Clinic,POPULATION HEALTH MANAGEMENT - 4300,,SW,,,,,,,,,,,,,,,,,,,,
7956,TECH-CT,TECH-CT,TECH-CT,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LWH 5070/Rad/Cat Scan A - 5024/TECH-CT,ORG,,AHS,AMER,NM,LWH 5070,Rad,Cat Scan A - 5024,,TECH-CT,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Women’s Hospital,Radiology,Cat Scan A - 5024,,TECH-CT,,,,,,,,,,,,,,,,,,,,
7985,COORD,COORD,COORD,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NJ/MSH 5430/Ancillary/Bariatric Medicine - 3870/COORD,ORG,,AHS,AMER,NJ,MSH 5430,Ancillary,Bariatric Medicine - 3870,,COORD,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Jersery,Hackensack Meridian Health Mountainside,Ancillary,Bariatric Medicine - 3870,,COORD,,,,,,,,,,,,,,,,,,,,
7992,Physician,Physician,Physician,1900-01-01,3000-01-01,-1,Job,AHS/AMER/ID/PORT 5406/Medical/FORT PETER MD - 3833/Physician,ORG,,AHS,AMER,ID,PORT 5406,Medical,FORT PETER MD - 3833,,Physician,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Idaho,PMC Physicians - PHY,Medical,FORT PETER MD - 3833,,Physician,,,,,,,,,,,,,,,,,,,,
8225,Midwife,Midwife,Midwife,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LWH 5072/Medical/DWORKIN REBECCA CNM - 4022/Midwife,ORG,,AHS,AMER,NM,LWH 5072,Medical,DWORKIN REBECCA CNM - 4022,,Midwife,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Women’s Hospital - ML,Medical,DWORKIN REBECCA CNM - 4022,,Midwife,,,,,,,,,,,,,,,,,,,,
8318,NP,NP,NP,1900-01-01,3000-01-01,-1,Job,AHS/AMER/KS/STF 5487/Medical/THOMPSON NICOLE APRN - 5602/NP,ORG,,AHS,AMER,KS,STF 5487,Medical,THOMPSON NICOLE APRN - 5602,,NP,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Kansas,Topeka Physician Group - ML,Medical,THOMPSON NICOLE APRN - 5602,,NP,,,,,,,,,,,,,,,,,,,,
8343,Physician,Physician,Physician,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/OPG 5253/Medical/WILLIAMS JEFFREY DO - 4118/Physician,ORG,,AHS,OK,OK,OPG 5253,Medical,WILLIAMS JEFFREY DO - 4118,,Physician,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,OK Physician Group - PHY,Medical,WILLIAMS JEFFREY DO - 4118,,Physician,,,,,,,,,,,,,,,,,,,,
8404,COORD,COORD,COORD,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/SOUTH 5265/Rad/Radiology A - 5160/COORD,ORG,,AHS,OK,OK,SOUTH 5265,Rad,Radiology A - 5160,,COORD,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Hillcrest Hospital South,Radiology,Radiology A - 5160,,COORD,,,,,,,,,,,,,,,,,,,,
8677,RN,RN,RN,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/BMC 5260/ES/Emergency Room A - 5058/RN,ORG,,AHS,OK,OK,BMC 5260,ES,Emergency Room A - 5058,,RN,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Bailey Medical Center,Emergency Services,Emergency Room A - 5058,,RN,,,,,,,,,,,,,,,,,,,,
8906,Physician,Physician,Physician,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/OHI 5202/Medical/TULLOCH JOHN S MD - 4598/Physician,ORG,,AHS,OK,OK,OHI 5202,Medical,TULLOCH JOHN S MD - 4598,,Physician,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Oklahoma Heart Institute - PHY,Medical,TULLOCH JOHN S MD - 4598,,Physician,,,,,,,,,,,,,,,,,,,,
9020,CMA,CMA,CMA,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/UPC 5251/Medical/ALLOCATED - 21ST STREET - 8152/CMA,ORG,,AHS,OK,OK,UPC 5251,Medical,ALLOCATED - 21ST STREET - 8152,,CMA,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Utica Park Clinic,Medical,ALLOCATED - 21ST STREET - 8152,,CMA,,,,,,,,,,,,,,,,,,,,
9095,DIR,DIR,DIR,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/HMC 5200/NA/Nursing Administration - 9276/DIR,ORG,,AHS,OK,OK,HMC 5200,NA,Nursing Administration - 9276,,DIR,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Hillcrest Medical Center,Nursing Admin,Nursing Administration - 9276,,DIR,,,,,,,,,,,,,,,,,,,,
9109,CMA,CMA,CMA,1900-01-01,3000-01-01,-1,Job,AHS/AMER/KS/STF 5485/Medical/TOPEKA OBGYN - 5520/CMA,ORG,,AHS,AMER,KS,STF 5485,Medical,TOPEKA OBGYN - 5520,,CMA,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Kansas,Topeka Physician Group - Staff,Medical,TOPEKA OBGYN - 5520,,CMA,,,,,,,,,,,,,,,,,,,,
9141,TECH,TECH,TECH,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LWSH 5055/Clinic/Physical Therapy - Outpatient - 5140/TECH,ORG,,AHS,AMER,NM,LWSH 5055,Clinic,Physical Therapy - Outpatient - 5140,,TECH,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Westside Hospital,Clinic,Physical Therapy - Outpatient - 5140,,TECH,,,,,,,,,,,,,,,,,,,,
9148,AVP,AVP,AVP,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NJ/MSH 5430/Med-Surg/Oncology Unit - 1366/AVP,ORG,,AHS,AMER,NJ,MSH 5430,Med-Surg,Oncology Unit - 1366,,AVP,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Jersery,Hackensack Meridian Health Mountainside,Medical-Surgical,Oncology Unit - 1366,,AVP,,,,,,,,,,,,,,,,,,,,
9155,MGR,MGR,MGR,1900-01-01,3000-01-01,-1,Job,AHS/TX/ETX/ETHS 5501/OPS/Accounting - 9202/MGR,ORG,,AHS,TX,ETX,ETHS 5501,OPS,Accounting - 9202,,MGR,,,,,,,,,,,,,,,,,,,Ardent,Texas Division,East Texas,East Texas Health System,Operations,Accounting - 9202,,MGR,,,,,,,,,,,,,,,,,,,,
9324,PCT,PCT,PCT,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/HMC 5200/IC/Intermediate Care - Stepdown - 1006/PCT,ORG,,AHS,OK,OK,HMC 5200,IC,Intermediate Care - Stepdown - 1006,,PCT,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Hillcrest Medical Center,Intermediate Care,Intermediate Care - Stepdown - 1006,,PCT,,,,,,,,,,,,,,,,,,,,
9350,SPEC,SPEC,SPEC,1900-01-01,3000-01-01,-1,Job,AHS/TX/ETX/UTPHY 5550/Medical/PEDIATRIC CLINIC - 7719/SPEC,ORG,,AHS,TX,ETX,UTPHY 5550,Medical,PEDIATRIC CLINIC - 7719,,SPEC,,,,,,,,,,,,,,,,,,,Ardent,Texas Division,East Texas,UTHET Physician Group,Medical,PEDIATRIC CLINIC - 7719,,SPEC,,,,,,,,,,,,,,,,,,,,
9441,RN,RN,RN,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NJ/MSH 5430/Rad/Cat Scan A - 5024/RN,ORG,,AHS,AMER,NJ,MSH 5430,Rad,Cat Scan A - 5024,,RN,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Jersery,Hackensack Meridian Health Mountainside,Radiology,Cat Scan A - 5024,,RN,,,,,,,,,,,,,,,,,,,,
9571,Assistant,Assistant,Assistant,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/SOUTH 5265/Surg Svc/Surgery - 5198/Assistant,ORG,,AHS,OK,OK,SOUTH 5265,Surg Svc,Surgery - 5198,,Assistant,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Hillcrest Hospital South,Surgical Services,Surgery - 5198,,Assistant,,,,,,,,,,,,,,,,,,,,
9805,COORD,COORD,COORD,1900-01-01,3000-01-01,-1,Job,AHS/TX/ETX/UTT 5500/Quality/Quality - Patient Safety - 9294/COORD,ORG,,AHS,TX,ETX,UTT 5500,Quality,Quality - Patient Safety - 9294,,COORD,,,,,,,,,,,,,,,,,,,Ardent,Texas Division,East Texas,UT Health Tyler,Quality,Quality - Patient Safety - 9294,,COORD,,,,,,,,,,,,,,,,,,,,
9895,Clerk,Clerk,Clerk,1900-01-01,3000-01-01,-1,Job,AHS/AMER/TX/BSAHS 1301/OPS/Accounting - 9202/Clerk,ORG,,AHS,AMER,TX,BSAHS 1301,OPS,Accounting - 9202,,Clerk,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Texas,BSA Health System,Operations,Accounting - 9202,,Clerk,,,,,,,,,,,,,,,,,,,,
9995,COORD,COORD,COORD,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LMC 5050/NA/Nursing Administration - 9276/COORD,ORG,,AHS,AMER,NM,LMC 5050,NA,Nursing Administration - 9276,,COORD,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Medical Center,Nursing Admin,Nursing Administration - 9276,,COORD,,,,,,,,,,,,,,,,,,,,
9998,CHG,CHG,CHG,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/CUSH 5210/Med-Surg/MedSurg - Hospital Defined - 1102/CHG,ORG,,AHS,OK,OK,CUSH 5210,Med-Surg,MedSurg - Hospital Defined - 1102,,CHG,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Hillcrest Hospital Cushing,Medical-Surgical,MedSurg - Hospital Defined - 1102,,CHG,,,,,,,,,,,,,,,,,,,,
10167,SUP,SUP,SUP,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LWH 5070/SS/Maintenance - 9020/SUP,ORG,,AHS,AMER,NM,LWH 5070,SS,Maintenance - 9020,,SUP,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Women’s Hospital,Support Services,Maintenance - 9020,,SUP,,,,,,,,,,,,,,,,,,,,
10275,PD RN,PD RN,PD RN,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NJ/MSH 5430/Med-Surg/MedSurg - Floor 5W - 1114/PD RN,ORG,,AHS,AMER,NJ,MSH 5430,Med-Surg,MedSurg - Floor 5W - 1114,,PD RN,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Jersery,Hackensack Meridian Health Mountainside,Medical-Surgical,MedSurg - Floor 5W - 1114,,PD RN,,,,,,,,,,,,,,,,,,,,
10357,SUP,SUP,SUP,1900-01-01,3000-01-01,-1,Job,AHS/AMER/NM/LMC 5050/Med-Surg/Surgery Unit-Hospital Specific - 5202/SUP,ORG,,AHS,AMER,NM,LMC 5050,Med-Surg,Surgery Unit-Hospital Specific - 5202,,SUP,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,New Mexico,Lovelace Medical Center,Medical-Surgical,Surgery Unit-Hospital Specific - 5202,,SUP,,,,,,,,,,,,,,,,,,,,
10445,DEV,DEV,DEV,1900-01-01,3000-01-01,-1,Job,AHS/CORP/CORP/CORP 1020/OPS/Marketing - 0129/DEV,ORG,,AHS,CORP,CORP,CORP 1020,OPS,Marketing - 0129,,DEV,,,,,,,,,,,,,,,,,,,Ardent,Corporate,Corporate,Corporate,Operations,Marketing - 0129,,DEV,,,,,,,,,,,,,,,,,,,,
10452,TECH-RAD,TECH-RAD,TECH-RAD,1900-01-01,3000-01-01,-1,Job,AHS/AMER/TX/SHH 5410/Rad/Radiology A - 5160/TECH-RAD,ORG,,AHS,AMER,TX,SHH 5410,Rad,Radiology A - 5160,,TECH-RAD,,,,,,,,,,,,,,,,,,,Ardent,Americas Division,Texas,Seton Medical Center Harker Heights,Radiology,Radiology A - 5160,,TECH-RAD,,,,,,,,,,,,,,,,,,,,
10468,CMA,CMA,CMA,1900-01-01,3000-01-01,-1,Job,AHS/TX/ETX/UTT 5500/Medical/GASTROENTEROLGY HOPD CLINIC - 7802/CMA,ORG,,AHS,TX,ETX,UTT 5500,Medical,GASTROENTEROLGY HOPD CLINIC - 7802,,CMA,,,,,,,,,,,,,,,,,,,Ardent,Texas Division,East Texas,UT Health Tyler,Medical,GASTROENTEROLGY HOPD CLINIC - 7802,,CMA,,,,,,,,,,,,,,,,,,,,
10664,TECH,TECH,TECH,1900-01-01,3000-01-01,-1,Job,AHS/OK/OK/HHS 1600/IT/IT Network - Infrastructure - 9507/TECH,ORG,,AHS,OK,OK,HHS 1600,IT,IT Network - Infrastructure - 9507,,TECH,,,,,,,,,,,,,,,,,,,Ardent,Oklahoma Division,Oklahoma,Hillcrest Health System,IT,IT Network - Infrastructure - 9507,,TECH,,,,,,,,,,,,,,,,,,,,
